id,user_id,applicant_id,interaction_type,element,rating,focus_time,timestamp
468,6,9,hover,applicantList,99,2.28595,1694068370703
469,6,4,hover,applicantList,75,3.60253,1694068370726
470,6,1,hover,applicantList,98,3.28655,1694068370746
471,6,6,hover,applicantList,40,2.05837,1694068370751
472,6,7,hover,applicantList,90,2.88182,1694068370759
473,6,12,hover,applicantList,80,2.74915,1694068370780
474,6,8,hover,applicantList,45,3.21685,1694068371040
475,6,2,hover,applicantList,60,3.44583,1694068371108
476,6,5,hover,applicantList,95,3.32667,1694068371302
477,6,2,hover,applicantList,60,3.44583,1694068374063
478,6,8,hover,applicantList,45,3.21685,1694068374094
479,6,12,hover,applicantList,80,2.74915,1694068374122
480,6,7,hover,applicantList,90,2.88182,1694068374139
481,6,6,hover,applicantList,40,2.05837,1694068374156
482,6,1,hover,applicantList,98,3.28655,1694068374172
483,6,4,hover,applicantList,75,3.60253,1694068374193
484,6,9,hover,applicantList,99,2.28595,1694068374218
485,6,11,hover,applicantList,95,3.36567,1694068374616
486,6,10,hover,applicantList,50,1.81303,1694068374714
487,6,3,hover,applicantList,90,3.91768,1694068374750
488,6,10,hover,applicantList,50,1.81303,1694068376196
489,6,11,hover,applicantList,95,3.36567,1694068377044
490,6,10,hover,applicantList,50,1.81303,1694068378172
491,6,10,click,applicantList,50,1.81303,1694068379234
492,9,3,hover,applicantList,78,1.92277,1694068389796
493,6,10,enter,summary_view,0,0.0,1694068397829
494,6,6,hover,applicantList,40,2.05837,1694068399362
495,6,1,hover,applicantList,98,3.28655,1694068399387
496,6,4,hover,applicantList,75,3.60253,1694068399874
497,6,9,hover,applicantList,99,2.28595,1694068399920
498,6,11,hover,applicantList,95,3.36567,1694068400298
499,6,10,hover,applicantList,35,2.1226,1694068400356
500,6,3,hover,applicantList,90,2.09542,1694068400395
501,6,10,hover,applicantList,35,2.1226,1694068400634
502,6,11,hover,applicantList,95,3.36567,1694068402249
503,6,9,hover,applicantList,99,2.28595,1694068402277
504,6,4,hover,applicantList,75,3.60253,1694068402301
505,6,1,hover,applicantList,98,3.28655,1694068402336
506,6,4,hover,applicantList,75,3.60253,1694068402621
507,6,9,hover,applicantList,99,2.28595,1694068402690
508,6,11,hover,applicantList,95,3.36567,1694068402786
509,6,10,hover,applicantList,35,2.1226,1694068402817
510,6,3,hover,applicantList,90,2.09542,1694068402849
511,6,10,hover,applicantList,35,2.1226,1694068403835
512,6,11,hover,applicantList,95,3.36567,1694068403886
513,6,9,hover,applicantList,99,2.28595,1694068405034
514,6,10,hover,applicantList,35,2.1226,1694068409069
515,6,11,hover,applicantList,95,3.36567,1694068409085
516,6,9,hover,applicantList,99,2.28595,1694068409119
517,6,4,hover,applicantList,75,3.60253,1694068409338
518,6,4,click,applicantList,75,3.60253,1694068409469
519,6,4,enter,summary_view,0,0.0,1694068411989
520,6,2,hover,applicantList,60,3.44583,1694068413043
521,6,8,hover,applicantList,45,3.21685,1694068413067
522,6,2,hover,applicantList,60,3.44583,1694068413267
523,6,5,hover,applicantList,95,3.32667,1694068413296
524,6,2,hover,applicantList,60,3.44583,1694068413429
525,6,8,hover,applicantList,45,3.21685,1694068413476
526,6,12,hover,applicantList,80,2.74915,1694068417645
527,6,12,click,recommendation,70,2.74915,1694068424903
528,6,1,hover,applicantList,98,3.28655,1694068425909
529,6,6,hover,applicantList,40,2.05837,1694068425928
530,6,7,hover,applicantList,90,2.88182,1694068425967
531,6,12,hover,applicantList,70,2.74915,1694068426192
532,6,8,hover,applicantList,45,3.21685,1694068426618
533,23,0,tour,tour_mySummary_tab,0,0.0,1694068427621
534,6,2,hover,applicantList,60,3.44583,1694068428169
535,6,5,hover,applicantList,95,3.32667,1694068429916
536,6,2,hover,applicantList,60,3.44583,1694068432294
537,6,8,hover,applicantList,45,3.21685,1694068432358
538,6,12,hover,applicantList,70,2.74915,1694068432397
539,6,7,hover,applicantList,90,2.88182,1694068432454
540,6,6,hover,applicantList,40,2.05837,1694068432873
541,6,1,hover,applicantList,98,3.28655,1694068433071
542,6,4,hover,applicantList,75,3.64413,1694068434403
543,23,0,tour,tour_time_plot,0,0.0,1694068435361
544,6,9,hover,applicantList,99,2.28595,1694068435981
545,23,0,tour,tour_rating_plot,0,0.0,1694068451745
546,23,0,tour,tour_time_gender_plot,0,0.0,1694068472548
547,23,0,tour,tour_applicant_list,0,0.0,1694068481198
548,23,0,tour,tour_profile,0,0.0,1694068484709
549,23,0,tour,tour_last_step,0,0.0,1694068487454
550,23,0,tourFinished,,0,0.0,1694068494020
551,23,9,hover,applicantList,95,2.47735,1694068514047
552,23,7,hover,applicantList,90,6.49662,1694068514277
553,23,9,hover,applicantList,95,2.47735,1694068515557
554,23,7,hover,applicantList,90,6.49662,1694068516456
555,23,9,hover,applicantList,95,2.47735,1694068518145
556,23,12,hover,applicantList,60,1.76695,1694068520006
557,23,1,hover,applicantList,96,1.72098,1694068520034
558,23,4,hover,applicantList,55,1.7331,1694068520069
559,23,2,hover,applicantList,55,1.77232,1694068520108
560,23,8,hover,applicantList,70,1.77675,1694068520132
561,23,10,hover,applicantList,75,1.26955,1694068520174
562,23,11,hover,applicantList,95,1.91013,1694068520197
563,23,6,hover,applicantList,63,2.0905,1694068520215
564,23,5,hover,applicantList,90,0.891917,1694068520235
565,23,3,hover,applicantList,91,1.66867,1694068520301
566,23,5,hover,applicantList,90,0.891917,1694068537588
